id,isbn,stock,authors,publication_year,original_title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1579,446552445,15,Chelsea Handler,2010,Chelsea Chelsea Bang Bang,en-US,3.81,55355,1536,4300,15147,19625,17331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1580,1406914835,603,"Henrik Ibsen, Michael   Meyer",1879,Et dukkehjem,eng,3.69,69450,1820,7074,23481,28984,18133,https://images.gr-assets.com/books/1427119396m/37793.jpg,https://images.gr-assets.com/books/1427119396s/37793.jpg
1581,375760377,47,James A. Michener,1959,Hawaii,en-GB,4.18,59963,561,1806,10458,21787,27036,https://images.gr-assets.com/books/1415585664m/12658.jpg,https://images.gr-assets.com/books/1415585664s/12658.jpg
1582,413757102,92,Richard Yates,1961,Revolutionary Road,eng,3.89,56550,1576,4445,14100,23791,20808,https://images.gr-assets.com/books/1353721885m/48328.jpg,https://images.gr-assets.com/books/1353721885s/48328.jpg
1583,375835318,34,"Rachel Cohn, David Levithan",2006,Nick & Norah's Infinite Playlist,en-US,3.73,60372,2378,6204,19509,23714,19709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1584,802132758,43,"Tom Stoppard, Henry Popkin",1966,Rosencrantz and Guildenstern are Dead,eng,4.06,67077,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg,https://images.gr-assets.com/books/1338735611s/18545.jpg
1585,545259088,76,Maggie Stiefvater,2011,Forever,eng,3.91,85034,2005,6338,21233,29682,32030,https://images.gr-assets.com/books/1285771367m/9409458.jpg,https://images.gr-assets.com/books/1285771367s/9409458.jpg
1586,1573226521,88,Alex Garland,1996,The Beach,eng,3.91,52333,838,3254,13336,22974,17181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1587,143145541,36,"Beth Hoffman, Jenna Lamia",2010,Saving CeeCee Honeycutt,eng,3.92,54341,837,3460,15864,26904,19817,https://images.gr-assets.com/books/1348364490m/6617928.jpg,https://images.gr-assets.com/books/1348364490s/6617928.jpg
1588,575096578,46,Charlaine Harris,2012,Deadlocked,eng,3.65,65932,2104,8469,25761,26265,20003,https://images.gr-assets.com/books/1357995380m/10407279.jpg,https://images.gr-assets.com/books/1357995380s/10407279.jpg
1589,1416524355,93,Stephen King,2002,Everything's Eventual: 14 Dark Tales,eng,3.94,60932,492,2870,17240,26553,20182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1590,192750968,51,Beverly Cleary,1955,Beezus and Ramona,,3.97,75987,1553,3774,18481,27259,28072,https://images.gr-assets.com/books/1408924681m/91244.jpg,https://images.gr-assets.com/books/1408924681s/91244.jpg
1591,141650964X,110,Ursula K. Le Guin,1972,The Farthest Shore,,4.11,65626,765,2518,13315,25482,28681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1592,99556316,78,Michael Crichton,1996,Airframe,eng,3.66,59229,1251,5523,20402,22606,13638,https://images.gr-assets.com/books/1405420599m/7667.jpg,https://images.gr-assets.com/books/1405420599s/7667.jpg
1593,553564943,58,Raymond E. Feist,1982,Magician,en-US,4.17,62432,806,2358,10465,22606,28713,https://images.gr-assets.com/books/1408317983m/13812.jpg,https://images.gr-assets.com/books/1408317983s/13812.jpg
1594,312987854,58,Jennifer Crusie,2004,Bet Me,eng,3.95,70737,1759,4253,16515,24613,26339,https://images.gr-assets.com/books/1316129534m/854757.jpg,https://images.gr-assets.com/books/1316129534s/854757.jpg
1595,316548189,113,Nelson Mandela,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,eng,4.31,43927,664,1050,5745,15748,24714,https://images.gr-assets.com/books/1327997342m/318431.jpg,https://images.gr-assets.com/books/1327997342s/318431.jpg
1596,038553714X,78,John Grisham,2014,Gray Mountain,eng,3.52,37379,2111,6961,19259,19923,11133,https://images.gr-assets.com/books/1403704671m/20707959.jpg,https://images.gr-assets.com/books/1403704671s/20707959.jpg
1597,034541005X,82,Bryce Courtenay,1989,The Power of One,eng,4.34,57312,698,1628,6814,18645,32790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1598,752865331,207,Dashiell Hammett,1930,The Maltese Falcon,eng,3.92,58742,1107,3626,15765,25802,21048,https://images.gr-assets.com/books/1306421260m/29999.jpg,https://images.gr-assets.com/books/1306421260s/29999.jpg
1599,312364423,45,Kristin Hannah,2011,Night Road,en-US,4.17,58028,679,2158,9867,24088,26967,https://images.gr-assets.com/books/1282369257m/8949352.jpg,https://images.gr-assets.com/books/1282369257s/8949352.jpg
1600,515128635,96,Lee Child,1999,Tripwire,eng,4.07,55251,348,1899,13129,29196,22923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1601,055380491X,146,Daniel Goleman,1995,Emotional Intelligence,eng,3.98,47661,972,2454,11475,19883,18357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1602,045146317X,20,Jim Butcher,2010,Changes,eng,4.54,66402,179,541,4967,21320,45474,https://images.gr-assets.com/books/1304027244m/6585201.jpg,https://images.gr-assets.com/books/1304027244s/6585201.jpg
1603,670674249,78,"Munro Leaf, Robert Lawson",1936,The Story of Ferdinand,,4.35,70961,925,1842,9512,18694,41574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1604,1416903569,13,Ellen Hopkins,2007,Impulse,en-US,4.29,59804,969,2252,8580,16502,33702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1605,140436588,880,Walter Scott,1819,Ivanhoe,eng,3.75,65828,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg
1606,312936222,43,Janet Evanovich,2004,Ten Big Ones,en-US,4.13,76052,231,1800,16072,31940,30852,https://images.gr-assets.com/books/1171076278m/86663.jpg,https://images.gr-assets.com/books/1171076278s/86663.jpg
1607,446690457,115,Michael Connelly,1996,The Poet,eng,4.19,56191,463,1421,9481,24104,25316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1608,61985848,39,Kiersten White,2010,Paranormalcy,eng,3.91,79959,2417,5678,18581,26208,29948,https://images.gr-assets.com/books/1496938681m/7719245.jpg,https://images.gr-assets.com/books/1496938681s/7719245.jpg
1609,316087378,20,Mark Cotta Vaz,2010,Eclipse: The Official Illustrated Movie Companion,en-US,4.44,50084,560,1200,6140,10023,32452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1610,61257095,41,Adriana Trigiani,2012,The Shoemaker's Wife,eng,3.98,53378,792,2976,13162,25169,19947,https://images.gr-assets.com/books/1329256279m/13127599.jpg,https://images.gr-assets.com/books/1329256279s/13127599.jpg
1611,1590387422,47,Brandon Mull,2006,Rise of the Evening Star,,4.16,79266,2077,2777,12524,26994,37370,https://images.gr-assets.com/books/1386633982m/784911.jpg,https://images.gr-assets.com/books/1386633982s/784911.jpg
1612,1455806854,80,"Nora Roberts, MacLeod Andrews",2011,The Next Always,,4.11,54777,962,2449,11776,21571,26323,https://images.gr-assets.com/books/1491591796m/10305231.jpg,https://images.gr-assets.com/books/1491591796s/10305231.jpg
1613,307269191,120,"Haruki Murakami, Philip Gabriel",2007,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],eng,3.79,49344,820,3864,17403,25073,14580,https://images.gr-assets.com/books/1473397159m/2195464.jpg,https://images.gr-assets.com/books/1473397159s/2195464.jpg
1614,1416995587,39,Jenny Han,2011,We'll Always Have Summer,en-US,4.17,68112,1305,3605,11571,19752,35154,https://images.gr-assets.com/books/1327054226m/8680278.jpg,https://images.gr-assets.com/books/1327054226s/8680278.jpg
1615,307268195,60,"Andre Agassi, J.R. Moehringer",2009,Open: An Autobiography,eng,4.18,47185,653,1512,7611,20869,22056,https://images.gr-assets.com/books/1320520930m/6480781.jpg,https://images.gr-assets.com/books/1320520930s/6480781.jpg
1616,014240165X,113,Anthony Horowitz,2000,Alex Rider: Stormbreaker,eng,3.97,67602,1030,3881,16378,26045,25005,https://images.gr-assets.com/books/1288354739m/136782.jpg,https://images.gr-assets.com/books/1288354739s/136782.jpg
1617,1590860624,82,"Lee Child, Dick Hill",2002,Without Fail ,eng,4.16,53411,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1618,842377506,36,"Francine Rivers, Richard Ferrone",1993,A Voice in the Wind,en-US,4.6,55556,680,903,3382,10680,41275,https://images.gr-assets.com/books/1459567327m/95617.jpg,https://images.gr-assets.com/books/1459567327s/95617.jpg
1619,031613290X,11,Stephenie Meyer,2005,,eng,4.31,56827,2262,2306,6572,10599,36050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1620,057507681X,97,Philip K. Dick,1977,A Scanner Darkly ,eng,4.04,54014,767,2537,12216,24238,21786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1621,1594488843,63,Daniel H. Pink,2008,Drive: The Surprising Truth About What Motivates Us,,3.95,55889,1364,2883,12674,23552,19427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1622,1416534733,798,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,1764,5414,21300,27903,18980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1623,1563894696,36,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,Batman: The Long Halloween,eng,4.29,54781,767,1573,7332,18937,30031,https://images.gr-assets.com/books/1350137101m/106069.jpg,https://images.gr-assets.com/books/1350137101s/106069.jpg
1624,811201880,187,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938,La Nausée,eng,3.91,50876,1414,3923,13419,22059,20095,https://images.gr-assets.com/books/1377674928m/298275.jpg,https://images.gr-assets.com/books/1377674928s/298275.jpg
1625,785268839,75,John Eldredge,2001,,eng,3.93,50215,2397,3616,9966,16037,20597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1626,1606410423,12,Brandon Mull,2009,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,60744,925,1306,6784,19284,34272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1627,312349486,49,Janet Evanovich,2006,Twelve Sharp,eng,4.14,74747,245,1783,15590,31095,30660,https://images.gr-assets.com/books/1316727699m/3507.jpg,https://images.gr-assets.com/books/1316727699s/3507.jpg
1628,,12,Hugh Howey,2011,Wool,eng,4.12,59191,982,2571,9520,22139,24532,https://images.gr-assets.com/books/1327889474m/12287209.jpg,https://images.gr-assets.com/books/1327889474s/12287209.jpg
1629,689845367,118,Ursula K. Le Guin,1970,The Tombs of Atuan,eng,4.07,61457,660,2374,13303,25693,24934,https://images.gr-assets.com/books/1417900879m/13662.jpg,https://images.gr-assets.com/books/1417900879s/13662.jpg
1630,451462564,28,Jim Butcher,2009,Turn Coat,en-US,4.45,64089,97,364,5657,26094,37870,https://images.gr-assets.com/books/1304027128m/3475161.jpg,https://images.gr-assets.com/books/1304027128s/3475161.jpg
1631,140439072,846,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,The Sign of Four,eng,3.96,60469,446,2684,18124,29478,21646,https://images.gr-assets.com/books/1299346921m/608474.jpg,https://images.gr-assets.com/books/1299346921s/608474.jpg
1632,039921920X,34,Jan Brett,1929,РУКАВИЧКА: Українська народна казка,eng,4.23,66701,732,2383,11271,18933,33866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1633,096319254X,61,Anne Rice,1995,Memnoch The Devil,eng,3.73,62641,2335,6781,18146,19292,20834,https://images.gr-assets.com/books/1301778006m/31338.jpg,https://images.gr-assets.com/books/1301778006s/31338.jpg
1634,385733585,69,Michael Scott,2008,The Magician: The Secrets of The Immortal Nicholas Flamel,eng,4.09,67539,891,2685,13791,26201,28122,https://images.gr-assets.com/books/1320396250m/2402971.jpg,https://images.gr-assets.com/books/1320396250s/2402971.jpg
1635,689832133,39,"Doreen Cronin, Betsy Lewin",1999,"Click, Clack, Moo: Cows That Type",eng,4.23,67171,1028,2671,10968,18473,34858,https://images.gr-assets.com/books/1423222939m/766955.jpg,https://images.gr-assets.com/books/1423222939s/766955.jpg
1636,441015662,33,Patricia Briggs,2008,Iron Kissed,en-US,4.36,83051,318,1191,10100,31538,45296,https://images.gr-assets.com/books/1358229529m/1412138.jpg,https://images.gr-assets.com/books/1358229529s/1412138.jpg
1637,765328658,50,Kendare Blake,2011,Anna Dressed in Blood,en-US,3.96,72732,2227,4806,16096,26004,29103,https://images.gr-assets.com/books/1398637405m/9378297.jpg,https://images.gr-assets.com/books/1398637405s/9378297.jpg
1638,1423321677,55,"Terry Goodkind, Dick Hill",1997,"Temple of the Winds (Sword of Truth, #4)",,4.03,57476,1127,3324,12471,21718,24068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1639,380714752,51,Avi,1990,The True Confessions of Charlotte Doyle,eng,3.81,67608,2052,5333,17956,23475,21390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1640,1565125967,59,Robert Goolrick,2009,A Reliable Wife,en-US,3.25,58348,4195,10812,24592,20908,7734,https://images.gr-assets.com/books/1404576577m/4929705.jpg,https://images.gr-assets.com/books/1404576577s/4929705.jpg
1641,380729407,136,Ray Bradbury,1962,Something Wicked This Way Comes,eng,3.95,64813,1121,3850,15942,27380,23593,https://images.gr-assets.com/books/1409596011m/248596.jpg,https://images.gr-assets.com/books/1409596011s/248596.jpg
1642,140003342X,86,Toni Morrison,1977,Song of Solomon,eng,4.01,59756,1255,3248,12645,23232,23253,https://images.gr-assets.com/books/1451448230m/11334.jpg,https://images.gr-assets.com/books/1451448230s/11334.jpg
1643,394298667,65,Tom Clancy,1986,Red Storm Rising,,4.14,54930,504,2047,10861,21074,24494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1644,802139256,30,Leif Enger,2001,Peace Like a River,en-US,3.98,59642,1061,3450,13018,22443,21645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1645,385517874,61,Chuck Palahniuk,2007,Rant: An Oral Biography of Buster Casey,en-US,3.82,49255,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1646,812565959,44,Orson Scott Card,2000,Shadow of the Hegemon,en-US,3.93,58991,521,2740,15150,26062,17788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1647,,13,أحمد مراد,2010,تراب الماس,ara,4.09,43016,995,2050,7402,16743,18418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1648,307021343,39,"Janette Sebring Lowrey, Gustaf Tenggren",1942,The Poky Little Puppy (a Little Golden Book),eng,4.08,62571,1261,3654,13263,15823,29753,https://images.gr-assets.com/books/1320424154m/505304.jpg,https://images.gr-assets.com/books/1320424154s/505304.jpg
1649,440235596,73,Maeve Binchy,1998,Tara Road,eng,3.88,60154,775,3273,16628,24613,18023,https://images.gr-assets.com/books/1403194637m/5196.jpg,https://images.gr-assets.com/books/1403194637s/5196.jpg
1650,1587263890,148,Jack London,1906,The Call of the Wild / White Fang,eng,4.08,61126,1001,2750,12179,21498,25957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1651,,41,Tahereh Mafi,2014,"Ignite Me (Shatter Me, #3)",eng,4.44,83767,1250,2349,8392,21686,56894,https://images.gr-assets.com/books/1375972497m/13188676.jpg,https://images.gr-assets.com/books/1375972497s/13188676.jpg
1652,1423100050,55,Ally Carter,2007,Cross My Heart and Hope to Spy,en-US,4.13,69733,1351,2980,13191,23328,32554,https://images.gr-assets.com/books/1342448094m/568645.jpg,https://images.gr-assets.com/books/1342448094s/568645.jpg
1653,441014739,40,Patricia Briggs,2007,Blood Bound,eng,4.31,84677,278,1259,11617,34357,42999,https://images.gr-assets.com/books/1358229157m/285205.jpg,https://images.gr-assets.com/books/1358229157s/285205.jpg
1654,451464400,19,Jim Butcher,2012,Cold Days,en-US,4.51,57779,118,504,4698,21232,39457,https://images.gr-assets.com/books/1345145377m/12216302.jpg,https://images.gr-assets.com/books/1345145377s/12216302.jpg
1655,399154094,58,Kate Jacobs,2006,The Friday Night Knitting Club,eng,3.41,60812,2739,8547,23141,20621,10017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1656,312330863,53,James Herriot,1973,All Things Bright and Beautiful,en-US,4.3,57626,1075,1295,7347,19029,30952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1657,316921173,56,David Foster Wallace,1996,Infinite Jest,en-US,4.31,46742,2185,2534,5156,12252,34610,https://images.gr-assets.com/books/1446876799m/6759.jpg,https://images.gr-assets.com/books/1446876799s/6759.jpg
1658,,53,Emma Chase,2013,Tangled,eng,4.12,59705,2243,4107,14308,29042,40524,https://images.gr-assets.com/books/1375808439m/18297707.jpg,https://images.gr-assets.com/books/1375808439s/18297707.jpg
1659,812967127,162,John Wyndham,1951,The Day of the Triffids,eng,4,58945,643,2695,14438,26577,21443,https://images.gr-assets.com/books/1320530145m/530965.jpg,https://images.gr-assets.com/books/1320530145s/530965.jpg
1660,62041266,66,"Patrick deWitt, Marcelo Barbão",2011,The Sisters Brothers,eng,3.83,51694,1001,3418,14340,26611,14177,https://images.gr-assets.com/books/1291999900m/9850443.jpg,https://images.gr-assets.com/books/1291999900s/9850443.jpg
1661,61922315,40,Shilpi Somaya Gowda,2010,Secret Daughter,en-US,3.97,52734,502,2337,12696,26379,17084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1662,375822070,183,"Roald Dahl, Quentin Blake",1970,Fantastic Mr Fox,eng,4.03,66015,740,3331,16818,26508,27752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1663,9504915248,139,"Paulo Coelho, Montserrat Mira",1990,Brida,por,3.46,45905,2936,7653,16869,14785,11874,https://images.gr-assets.com/books/1403772793m/68591.jpg,https://images.gr-assets.com/books/1403772793s/68591.jpg
1664,141183535,340,Virginia Woolf,1929,A Room of One's Own,eng,4.1,59868,1097,3031,12558,26448,28834,https://images.gr-assets.com/books/1327883012m/18521.jpg,https://images.gr-assets.com/books/1327883012s/18521.jpg
1665,,41,Brandon Sanderson,2009,Warbreaker,eng,4.22,55948,322,1337,9533,26899,27397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1666,1903436575,656,"William Shakespeare, Katherine Duncan-Jones",1592,Sonnets,en-US,4.24,58291,902,1890,9671,19809,31385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1667,670012947,31,Sarah Dessen,2011,What Happened to Goodbye,eng,3.97,69636,1000,3765,16998,25820,25393,https://images.gr-assets.com/books/1347810788m/8492856.jpg,https://images.gr-assets.com/books/1347810788s/8492856.jpg
1668,1627792120,48,Leigh Bardugo,2015,Six of Crows,eng,4.46,90202,1100,1725,7886,29552,61001,https://images.gr-assets.com/books/1500689111m/23437156.jpg,https://images.gr-assets.com/books/1500689111s/23437156.jpg
1669,60541431,35,Maureen Johnson,2005,13 Little Blue Envelopes,eng,3.65,66950,2447,7061,20927,23036,17357,https://images.gr-assets.com/books/1375030179m/17020.jpg,https://images.gr-assets.com/books/1375030179s/17020.jpg
1670,849900417,35,"Ron Hall, Denver Moore, Lynn Vincent",2005,Same Kind of Different as Me,en-US,4.21,52964,712,2248,8544,18957,27660,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1671,1250049555,51,Rainbow Rowell,2015,Carry On,eng,4.19,46197,2051,3611,12362,27273,42500,https://images.gr-assets.com/books/1429810397m/23734628.jpg,https://images.gr-assets.com/books/1429810397s/23734628.jpg
1672,812973011,42,Tracy Kidder,2003,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",eng,4.21,53019,674,1808,8174,19341,25181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1673,,38,Jodi Ellen Malpas,2013,Beneath This Man ,eng,4.3,44170,1532,2681,8933,19848,41463,https://images.gr-assets.com/books/1372773964m/18149927.jpg,https://images.gr-assets.com/books/1372773964s/18149927.jpg
1674,7423292,1,Mark  Lawrence,2011,Prince of Thorns,eng,3.87,54173,2166,4189,13524,23391,20292,https://images.gr-assets.com/books/1327917754m/9579634.jpg,https://images.gr-assets.com/books/1327917754s/9579634.jpg
1675,385265700,18,Jane Hamilton,1988,The Book of Ruth,en-US,3.82,56842,1246,3447,15031,22252,15268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1676,385333870,92,Kurt Vonnegut Jr.,1985,Galápagos,,3.87,48330,543,3003,14082,21793,14710,https://images.gr-assets.com/books/1355012643m/9593.jpg,https://images.gr-assets.com/books/1355012643s/9593.jpg
1677,60872985,92,Michael Crichton,2006,Next,en-US,3.48,53487,2163,6912,19185,18044,10328,https://images.gr-assets.com/books/1358010468m/7661.jpg,https://images.gr-assets.com/books/1358010468s/7661.jpg
1678,689852231,53,Nancy Farmer,2002,,eng,4.1,61613,1351,2784,10749,23275,27060,https://images.gr-assets.com/books/1401734230m/13376.jpg,https://images.gr-assets.com/books/1401734230s/13376.jpg
1679,1416523715,624,Walt Whitman,1855,Leaves of Grass,eng,4.12,57763,1332,3015,11052,20850,29056,https://images.gr-assets.com/books/1418012204m/27494.jpg,https://images.gr-assets.com/books/1418012204s/27494.jpg
1680,749935332,76,Nora Roberts,2004,Blue Dahlia,eng,4.11,57413,589,2089,12105,20662,24699,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1681,014303961X,672,"D.H. Lawrence, Doris Lessing, Chester Brown",1928,Lady Chatterley's Lover,eng,3.49,46541,2821,9235,25753,24177,13721,https://images.gr-assets.com/books/1425007748m/32067.jpg,https://images.gr-assets.com/books/1425007748s/32067.jpg
1682,043402080X,44,Lev Grossman,2011,The Magician King,en-US,3.9,52061,820,3058,14646,28052,17088,https://images.gr-assets.com/books/1316177353m/10079321.jpg,https://images.gr-assets.com/books/1316177353s/10079321.jpg
1683,140143459,44,Michael   Lewis,1989,Liar's Poker: Rising Through the Wreckage on Wall Street,en-US,4.16,22315,458,1513,8684,21374,21671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1684,451205367,187,George S. Clason,1926,,eng,4.23,50206,734,2052,8411,17013,27465,https://images.gr-assets.com/books/1348336780m/1052.jpg,https://images.gr-assets.com/books/1348336780s/1052.jpg
1685,743418719,55,Jodi Picoult,2001,Salem Falls,en-US,3.8,59930,816,3815,17863,24523,15417,https://images.gr-assets.com/books/1344397557m/10915.jpg,https://images.gr-assets.com/books/1344397557s/10915.jpg
